subsidiarynumber;vat;name;adprotected;startdate;enddate
1003075612;43555928;"MESSECENTER HERNING A/S";0;1979-10-01;
1025021009;35352554;"Chicken & Burger";0;2019-09-06;2020-10-09
1018341510;35141030;"WOW PARK Skjern ApS";0;2013-03-01;
1026059247;41539194;"KF Administration ApS";0;2020-07-24;
1016242914;33004869;"Spillestedet Stengade";0;2010-07-01;
1014263469;12588445;"Cafe Jydepotten Grindsted";0;2008-03-03;
1025192121;23059428;"DagliBrugsen Familiemåltider";0;2020-01-01;2020-11-23
1005169886;21744794;"RÅDHUSKROEN V/JAN BORDORFF";0;1999-07-01;
1024973820;40735488;"Boulevard Pizza & Cafe";1;2019-08-26;
1021669381;26208009;"Dalby pizza";0;2016-09-01;
1016098902;32946593;"ARAMARK DENMARK ApS";0;2010-06-07;
1025344746;32751407;"hærvejens pizza cafe";0;2020-01-01;
1012956335;81093628;"Eurest Kantine, Københavns Universitet";0;2007-02-01;2020-12-31
1014314209;31308356;"Kennedy Restaurant v/Kenan Demirhan";0;2008-02-01;
1016837667;33642636;"STØBERIET ApS";0;2011-05-02;
1021802774;38053582;"Route 155 I/S";0;2016-10-01;
1003275216;29190623;"Nordsjællands Hospital - Hillerød";0;1993-01-01;
1025714810;41276827;"Frankies Pizza Bellevue";1;2020-04-01;
1012898645;27966772;"Agerskellets Selskabslokaler";0;2006-07-01;
1023340506;39327805;"THE BAGEL STORE NØRREBROGADE 63 ApS";1;2018-02-10;
1018976028;17437801;"BAO take away";1;2014-01-15;
1004606080;20310413;"Plejehjemmet Ugandavej 149";0;1997-01-01;
1026272056;41685492;"Mnna ApS";1;2020-09-17;
1000886865;15239913;"Johan Borups Højskole";0;1965-06-25;
1000257888;11569803;"KONGERSLEV KRO APS";0;1987-09-29;
1025560236;31489970;Michael's;1;2020-02-14;
1017852821;55133018;"Område Marselisborg";0;2012-08-10;
1010246373;20600136;"Boulevard Cafeen";0;2003-12-08;
1019330350;13239398;"Joker Bar";0;2014-05-01;
1003422967;70771128;"Den selvejende institution Martec - Maritime and Polytechnic University College";0;1993-01-01;
1017581496;34468923;"Hotel Amager ApS";0;2012-03-22;
1008024479;27209254;"Pizza Express";0;2000-11-06;
1010840224;25091930;"The Wharf V/ Ian Russell";0;2003-01-01;
1004630426;29550964;"Cafe Tjili Pop v/Adel Ben Abdallah Bahi";0;1998-08-01;
1016491892;33276249;Ølsnedkeren;0;2010-11-22;
1025116026;27826970;CL.Partyservice;1;2020-01-06;
1024840332;40633138;"Norrlyst ApS";1;2019-07-01;
1003029457;28202512;"Den Selvejende Institution Stendyssehallen";0;1990-01-01;
1020167064;29189420;"RCA Kantinen Kayerødsgade";1;2015-01-01;
1023556258;39516039;"Unkai ApS";1;2018-04-25;
1005248839;21843601;"G.M. GOURNET SERVICE APS";0;1999-07-16;
1022585386;38749978;"Restaurant Martino ApS";1;2017-06-28;
1003347960;29189609;"Administrationen Skjern";0;1993-01-01;
1024178044;17783092;"Social & Sundhedsskole kantine";0;2019-01-01;
1020615865;36067179;"CURFEW ApS";0;2015-04-17;
1003275216;29190623;"Nordsjællands Hospital - Hillerød";0;1993-01-01;
1018612956;31735246;Smedekroen;0;2016-12-22;
1015023992;49760353;"Vestergades Cafe v/Ole Bjerg-Jørgensen";0;2009-01-01;
1017470864;34139024;"Center Poppen v/Dorthe Irene Larsen";1;2012-03-01;2017-04-30
1022282561;38498266;"Barselskabet ApS";1;2017-03-17;
1015100679;29189625;"Distrikt Nord - Symfonien";0;2009-02-26;
1020343261;45158411;Postgaarden;0;2015-04-24;
1001163305;27407617;"Cafe Alex v/Ismet Sahin";0;1993-03-15;
1009058504;26565707;"Cafe Istandbul og Pizza v/Abdullah Sahin";0;2002-04-20;
1024682583;40498966;Napoli;0;2019-06-01;
1020167935;36545399;"NN2 ApS";0;2015-02-08;
1024494957;40334521;"Gistrup Pizza";0;2019-04-01;
1010767160;28108265;"LALANDIA BILLUND A/S";1;2004-09-01;
1001104997;16471895;"Enghave Dyre- og Naturpark v/Niels Christensen";0;1992-10-15;
1018745689;34939667;"Bodega Geviret";0;2013-10-01;2019-10-30
1023087347;31521858;"Kirstens Køkken i Gudenå Centeret";1;2018-01-01;
1004725547;21138673;"Teater Grob";0;1998-09-01;
1021775297;36265078;"CHOFF Retail";1;2016-03-23;
1002589093;80072716;"Teater Nordkraft";0;1967-07-03;
1010058259;27136990;"Cafe Feen v/Charlotte Bentsen";0;2003-09-01;
1004614057;11513778;"TELTHOLDER HENNING ANDRESEN";0;1998-07-20;
1020159800;25878744;"Temporada TapasBodega";1;2015-01-01;
1001527532;20733616;"FORSIKRINGSAKADEMIET A/S";0;1981-01-01;
1016907096;33659466;"Restaurant Mona Lisa v/Annette Melanie Østergaard";0;2011-07-01;
1016060204;26696348;"Psykiatri og Handicap, Vennepunktet";0;2010-05-20;
1009183112;26670950;"JYLLANDS PARK ZOO ApS";0;2002-06-28;
1003357229;29189668;"Områdecenter Møllevang";0;1993-01-01;
1015159878;25526449;"Fakse Café og Spillehal v/Gitte Dandanell";1;2009-01-01;
1025293483;44139812;"1487-1/Compass Group FS Denmark A/S";1;2020-01-01;
1007888151;26953553;"Drej Ind - Jels Pølsevogn v/Ali Seren";0;2000-09-04;
1013089643;30349938;"Kasai 2 ApS";0;2007-03-05;
1015899669;18426501;"ÅLHOLM BORGERKRO V/MARIANNE NORDAHL";0;2008-07-22;2020-06-21
1016566418;33387148;"RIB-HOUSE HILLERØD ApS";0;2010-12-30;
1026222385;40384294;"Doner Treff";1;2020-09-07;
1023408070;14406042;"ISS Facility Services A/S";1;2018-03-09;
1015994904;31933455;"Allingåbro Hotel Bed & Breakfast";0;2010-04-21;
1012798314;72988515;Mødrehjælpen;0;2006-10-01;
1014498520;31448425;"Kasper Kjær Group";0;2008-06-16;
1019270552;35698000;"Restaurant Sanya";0;2014-04-01;
1015510222;29938008;"Halifax Falkoner Plads";0;2009-09-15;
1003471148;20507632;"PREBEN SUSGAARD";0;1998-01-01;
1018621904;35396926;"FATMAN ApS";0;2013-07-08;
1024644789;34613052;"MAX Burger";0;2019-09-01;
1024940531;40694390;"The Flatiron";1;2019-10-01;
1000505999;13131791;"RESTAURANT NAPOLI I/S V/PER E SØNDERGAARD PEDERSEN OG LONE SKADHEDE PEDERSEN";0;1988-01-01;
1020369732;36591366;"crispy chicken I/S";0;2015-06-01;
1006439694;24240576;"HOTEL SCT. THOMAS ApS";0;1999-11-23;
1013740387;30987578;"RESTAURATIONSSELSKABET STS ApS";0;2007-10-29;
1003727790;19044734;"THE AUSTRALIAN BAR ODENSE APS";1;1996-04-01;
1024379457;40235078;"Byens Pizza Klarup IVS";0;2019-02-06;
1023575309;39532905;"Deli-Licious ApS";0;2018-04-30;
1021080426;37388157;"Pizza Express Bedsted v/ Hidir Kahramanca";0;2016-03-01;
1003316649;35209115;"4 - BSF, TV2 Beskæftigelse";0;1993-01-01;
1018777696;35334270;Purple;1;2013-12-02;2014-10-27
1015411615;20553499;"Onkels Pizzav/Ishak Akbas";0;2009-08-01;
1021961570;27321585;"Anita Conradsen Gryager";0;2016-11-23;
1019640309;35976809;"Kløvercentrets Grill Café";0;2014-09-15;
1016150777;19438414;"Blå Drift, Camping (Gentofte Kommune)";1;2010-06-30;
1025596931;41174196;Møn;1;2020-02-19;
1003506844;18634279;"Buffet Køkkenet I/S";0;1995-07-01;
1003367314;29190925;"Regionshospital Viborg";0;1993-01-01;
1019265141;31119103;"Cafèen i Væksthusene, Botanisk Have";0;2014-04-01;
1021827041;37975524;"Cafe Mønten";1;2016-10-01;
1023750488;39683830;"Slap a I/S";1;2018-07-01;
1001507958;19008150;KONSTABELMESSEN;0;1977-01-01;
1011371171;29189846;"Madservice Viborg";1;2004-01-01;
1003055996;38100513;"SUPERBRUGSEN BRØRUP";0;1964-05-27;
1017816078;34619069;"MOESGAARD MEAT 2012 A/S";0;2012-07-18;
1016979054;33693605;"Al Khawain Slagter v/Mohammed El Kabir";0;2011-08-01;
1022597813;38714295;"MENY St. Heddinge";0;2017-07-01;
1020039368;29688397;"HJA Supermarked ApS";0;2015-02-01;
1002493894;76530319;"ADELGADES SLAGTER I/S";0;1984-12-17;
1024853787;40643745;"Ibo Cityslagter";1;2019-07-07;
1016882549;33748124;"SUPERBRUGSEN STORE HEDDINGE";0;2011-05-11;
1023750348;39684888;"Aidt Slagtehus ApS";0;2018-06-29;
1023954903;39861208;"Becks kød";0;2018-09-17;
1002799134;88653815;"Lars Ville Jensen";0;1993-06-01;
1010327705;27543316;"Slagteren i Underværket v/Memet Er";0;2004-01-14;
1015787798;32627439;"Koldingvejs Slager I/S";0;2010-01-01;
1018430114;89518415;"Slagter Lund ApS";0;2013-04-19;
1003050672;36894814;"SUPERBRUGSEN BRAMDRUPDAM";0;1964-09-20;
1000897477;15290730;"TOFTS RØGERI ANDERS TOFT JENSEN";0;1991-07-25;
1018500007;35244751;"A.B.T. ApS";0;2013-05-17;
1018217992;35029710;"Charlottehøj Kød & Smørrebrød ApS";0;2013-01-23;
1022901989;13892237;"Gert Nielsen A/S Detailsalg";1;2017-10-05;
1003123900;58191213;"MAGASIN A/S";0;1979-11-12;
1021121858;37422762;"Istanbul ApS";0;2016-02-04;
1003076395;26259495;"SUPERBRUGSEN BULLERUP";0;1983-01-01;
1024428474;40276386;Bomgården;0;2019-02-21;
1000884205;15226331;"SKOVGÅRD Oksekødsalg V/JOAN FJORD TARBENSEN & HANS SKOVGÅRD PEDERSEN";0;1991-08-05;
1018665669;32163327;"Slagterpigerne ApS";0;2013-08-05;
1017767654;34604827;"SLAGTEREN HASSERIS ApS";0;2012-06-29;
1022585378;38749943;"Mad Med Mere Rødovre Centrum ApS";1;2017-06-28;
1015398899;32246338;"Mads Holms Slagter v/Samir Ibrahim Mousleh";0;2009-10-01;
1003172221;69342914;SUPERBRUGSEN;0;1964-08-23;
1024905809;40686258;"Vrøgum Vildt";1;2019-08-01;
1014111871;31180198;"PØLSEMAGERIET ApS";0;2008-01-14;
1025109666;40844252;"Kød Og Godt ApS";0;2019-10-07;
1016012471;32847773;"Ålborg Slagtegården v/Ibrahim Gharamani";0;2010-02-18;
1007584799;28463413;"Nr. Nebel Slagterforretning v/Lars Juhl Andersen";0;2000-04-26;
1021755326;38012525;"Meny Skørping ApS";0;2016-09-16;
1003049377;36425628;"SUPER BRUGSEN VESTER HASSING";0;1964-08-23;
1024817543;28437153;"Krogagergård Slagteren";0;2019-07-01;
1001723464;28857047;"SLAGTER SUHR ApS";0;1972-04-06;
1023890662;37697508;"Silkeborg Slagteren Detail Aps";1;2018-03-01;
1004100529;20017694;"GÅRDEJER PER HJELM";0;1997-05-14;
1000324389;12061978;"SLAGTER LUND, MIDDELFART ApS";0;1988-04-01;
1001896905;28923473;"Per Hamkens";0;1967-07-03;
1003075971;26259495;"COOP SuperBrugsen Nakskov";0;1980-12-22;
1016606401;33336659;"Dyvelslyst Spechaliteten v/Ewa Nowakowska";0;2011-01-01;
1002396276;73250315;"SUPERBEST GRÆSTED GRÆSTED SUPERMARKED APS";0;1983-01-01;
1005201873;21785385;"SLAGTER MORTENSEN LEMVIG ApS";0;1999-07-01;
1022890138;38970593;"Junkers Fisk";0;2017-10-02;
1021940549;38196332;"Slagter Tranholm ApS";1;2016-11-15;
1021976802;38228943;"Cleavers Meat Market ApS";0;2016-12-02;
1003057252;38556215;"SUPERBRUGSEN HAMMERUM";0;1964-07-10;
1008485476;26076447;"Gerth Th. Hansen v/Peter Hansen";0;2001-07-01;2019-12-30
1022748188;38856693;"Petsen & Ko ApS";0;2017-08-14;
1026067649;41540737;"Skærestuen - opskæring af vildt";1;2020-07-01;
1004164545;20168293;"SLAGTER JOHN OG LISE V/FLEMMING LARSEN";0;1997-08-01;
1003983281;19634604;"Slagter Frimann ApS";0;1997-01-01;
1005064899;21613584;"Grillslagteren ApS";0;1999-04-19;
1014881138;26259495;"Coop SuperBrugsen Assens";0;2009-02-01;
1022597643;38714295;"MENY Herning";0;2017-07-01;
1008467931;26061733;"Harald Hansens Eftf. I/S";0;2001-05-10;
1023410113;25922956;"Al hilal slagter";0;2018-03-01;
1020430504;12483589;"ATRIA DANMARK A/S";1;2015-05-11;
1022531073;38598643;"Købmanden i Søllerød Slagter";1;2017-05-15;
1023824406;39471779;"Eama Food & Slagter";0;2018-08-01;
1002706894;26259495;"Coop SuperBrugsen Roskilde";0;1978-10-01;
1003292952;13978298;"ANDELSLANDSBYEN NYVANG";1;1993-01-01;
1004311561;17447939;"JOHANSENS SLAGTERFORRETNING";0;1997-01-01;
1026670507;42010596;"Al Rafidin Slagter";0;2020-12-01;
1020807020;37149845;"Mohamad Ali Translation";1;2015-10-12;
1009602565;29373736;"Skibhus Slagteren v/René Langholm";0;2003-01-01;
1014492190;30563549;"RAVSTED SLAGTERI ApS";0;2008-06-12;
1002936958;13304017;"SUPERBRUGSEN LØKKEN";0;1964-10-14;
1000777366;14641998;"HØVE SLAGTERI";0;1990-11-01;
1018436643;34907994;"RønhaveSlagteren v/ Sune Hansen";0;2013-05-01;
1003711154;19177580;"SLAGTER KRUSE V/HANS OLE KRUSE";0;1996-01-01;
1002157852;62691018;"HJEMMESLAGTER V/BENT POULSEN";0;1979-09-24;
1004940379;21448206;"LANDSLAGTEREN FAABORG ApS";0;1998-12-23;
1018837508;35418717;"Tværmose slagter/Gårdbutik v/Siri Hjelt";0;2013-10-22;2020-02-02
1003086091;45943011;"SUPERBRUGSEN BYRUM";0;1964-09-11;
1003077998;26259495;KVICKLY;0;1990-01-01;
1000503625;13119740;"HENNING HØJBJERG";0;1985-10-01;
1001603171;28040520;"Vindeby Slagteren I/S";0;1969-11-06;
1000449466;12812043;"TIKØB RØGERI";0;1989-01-01;
1001402765;17975544;"ASKOV SLAGTERFORRETNING V/SLAGTERMESTER MOGENS DAM";0;1994-10-01;
1022270687;38477765;"Ghaith foods Trading";0;2017-03-10;2021-02-10
1003165962;67781716;"GLESBORG BRUGSFORENING";0;1964-06-10;
1022597589;38714295;"MENY Gl. Skagensvej";0;2017-07-01;
1018197088;35024352;"HOLMENS SLAGTER ApS";0;2013-01-15;
1006345209;21942677;"Jensens Slagtehus Morten Enggrob Jensen";0;1999-09-01;
1025580490;41175605;"Larsen's Frilandskød";0;2020-02-19;
1001208848;26906768;"Kaas Slagter & Madbutik v/Lasse Bo Sørensen";0;1993-07-01;
1022499668;38687182;"Valnødlund v/ Åse Salmonsen";1;2017-05-07;
1003069674;42351113;"SUPERBRUGSEN VONSILD";0;1964-09-26;
1001965768;51307119;"THOMAS MØLLER JENSEN";0;1971-10-10;
1023179977;39192462;"Javanmard Halal Slagter";0;2017-12-27;
1026093763;41562056;"B.L kød-vildt og røgeri v/ Brian Larsen";1;2020-08-03;
1002677147;83681128;"SLAGTER JESPER ApS";0;1978-01-02;
1024915235;27333680;"Nv slagter";0;2019-09-01;
1003075946;26259495;"COOP SuperBrugsen Ringsted";0;1980-12-22;
1003073827;26259495;"IRMA A/S";0;1991-01-01;
1008268726;25887425;"Nørregade Slagterforretning";1;2001-02-01;
1026234324;41655968;"Driftsselskabet af 4. september 2020 ApS";0;2020-09-04;
1023292366;39283190;"Ammar Minibazar";0;2018-01-22;
1008886276;26417015;"SLAGTER JACOB NIELSEN, KALUNDBORG ApS";0;2002-01-18;
1013247079;30575474;"SLAGTERRIGET ApS";0;2007-05-02;
1003122916;57873914;"SuperBrugsen Ryomgård";0;1964-08-09;
1014807248;31699460;"Elling Slagterforretning v/Louise le Fevre Sjøberg Karlsen";0;2008-10-19;
1001760803;37914312;"MØLTRUP OPTAGELSESHJEM";0;1964-05-01;
1002956155;14348271;"MALTESEN-SLAGTEREN PÅ KONGEVEJEN ApS";0;1990-07-01;
1023994409;39897660;"SG Slagter IVS";1;2018-09-21;
1014429707;31430526;"SLAGTER NIELSEN ApS";1;2008-04-07;
1021575816;37856991;"Erik Jensen Slagterforretning af 2016 ApS";1;2016-07-06;
1003050040;36683414;"FAABORG BRUGSFORENING A.M.B.A.";0;1964-06-20;
1001728235;34994757;"GÅRDEJER POUL MIKKELSEN";0;1983-06-11;
1020168486;36545607;"MENY, LÅSBY ApS";0;2015-02-18;
1014821399;31708710;"Slagter Broe v/Peter Broe";0;2009-01-01;
1001056910;16214191;"SLAGTER JENSEN SKAGEN APS";0;1992-01-01;
1010931882;28156642;"SLAGTER KIRKEBY ApS";0;2004-11-09;
1013775970;31059550;"RISSKOV SLAGTEREN ApS";0;2007-11-14;
1003099289;52617812;"KOLIND OG OMEGNS BRUGSFORENING";0;1981-01-01;
1002473251;75880413;"SLAGTERMESTER TORBEN JAKOBSEN";0;1981-03-20;
1024274159;25294335;"Slagteren ved Værnedamsvej";1;2019-01-03;
1016507918;33365136;"NØRREGADES SLAGTER ApS";0;2010-12-14;
1003079205;26259495;"Irma Strandboulevarden";0;1980-12-22;
1015892885;32781802;"HURUP SLAGTER ApS";0;2010-03-04;
1024880393;40664734;"Slagter Jensen";1;2019-07-15;
1003046664;35714618;"SUPERBRUGSEN ØLGOD";0;1981-07-01;
1008524218;26110807;"SØREN OLESEN SLAGTERFORRETNING ApS";0;2001-07-02;
1015986510;32815073;"Egå Slagteren I/S";1;2010-04-14;
1010467043;27654746;"VESTER HÆSINGE SLAGTERFORRETNING ApS";0;2004-03-22;
1021334304;37610860;"AB Super Market ApS";0;2016-04-06;
1018394215;34947732;"Slagteren På Møllevej I/S";1;2013-01-01;
1019664895;36078731;"LANGSTRUP TOTALENTREPRISE 2014 ApS";0;2014-08-31;
1003078131;26259495;SUPERBRUGSEN;0;1980-12-22;
1011575168;17727389;"Slagteren og Kokken i Gistrup";1;2005-07-01;
1010095324;27343201;"Den Lille Slagter v/Lars Henrik Hansen";0;2003-09-22;
1019198053;35680144;"SUPER CENTER 1 ApS";0;2014-02-25;
1007445063;25229460;"Mogens Brix";0;2000-02-21;
1000045734;10263530;"VORUPØR SLAGTERFORETNING V/SØREN ODDER JENSEN";0;1986-07-01;
1025226476;34332223;"Farum Slagter";1;2019-11-01;
1003071502;42715115;"SuperBrugsen Skælskør";0;1964-07-11;
1025175006;40879439;"AL MADINA SLAGTER";0;2019-10-23;
1007355722;25146166;"Schous Kød Center Marielyst";0;2000-02-01;
1008875142;26407672;"Hvidkildegaard v/Rène Lærke Hansen";0;2002-01-01;
1024657015;34332223;Kødudsalg;1;2019-04-15;
1003419402;17888749;"LØVBJERG SUPERMARKED A/S TARUP CENTRET";0;1994-10-01;
1023736922;39671999;"DAHLs GOURMET ApS";1;2018-06-26;
1003058892;39136910;"SUPERBRUGSEN SKÅDE CENTER";0;1964-07-13;
1021516429;37803227;"Stensved Slagtehus ApS";0;2016-06-17;
1026586743;41939273;"Ejstrupholm Slagter v/ Claus Lykke Laursen";1;2021-01-01;
1026034538;41518960;"Hr. Thomsen ApS";1;2020-07-01;
1017880973;34264260;"Slagter Ali Baba";0;2012-09-01;
1024316528;40180508;"Henrik Slagter & Søn ApS";0;2019-01-16;
1024032163;39924803;Al-Safadi;0;2018-10-15;
1003007054;21664014;"SUPERBRUGSEN ANS";0;1964-08-05;
1020243046;36396423;"Gelstedslagteren ApS";1;2014-10-01;
1012132847;18594382;"Hasle City Slagter v/Ali Yildirim";0;2006-02-01;
1003400540;39747510;"AARHUS TECH";0;1993-01-01;
1016497343;17888749;"Løvbjerg Supermarked A/S";0;2010-12-10;
1010207165;26564336;"VIBORG STOHOLM SLAGTER A/S";0;2003-11-14;
1003249218;52706211;"SUPERBRUGSEN UBBY";0;1964-04-21;
1016817798;26259495;"Superbrugsen Bramming";0;2011-05-01;
1003675549;19088774;"Lars Woldfrom";0;1996-03-01;
1015083537;31961017;"Slagteren Suensonsvej I/S";0;2009-03-01;
1014084394;17888749;"LØVBJERG SUPERMARKED A/S Tarm";0;2008-04-28;
1022605743;38714295;"MENY Virum";0;2017-07-01;
1003063536;40981810;"TINGLEV OG OMEGNS BRUGSFORENING";0;1964-04-24;
1002024876;54800517;"TIKØB OG OMEGNS BRUGSFORENING";0;1964-07-10;
1025295532;40979123;"Byens Minimarked";1;2019-12-03;
1020002030;36470194;"Østjysk Vildt ApS";0;2014-12-19;
1011065313;28325029;"SLAGTER CHRISTIANSEN FANØ ApS";0;2005-01-01;
1012240739;29477795;"Mad Med Mere v/Per Møss Christoffersen";0;2006-06-01;
1000612383;13715882;"BENT RASMUSSEN";0;1987-01-01;
1003237490;17510614;SUPERBRUGSEN;0;1964-08-07;
1002122717;60892318;"Telling Gårdbutik v/Bent Telling";1;1981-12-01;2021-02-01
1012705839;29943540;"Slagteren i Højslev v/ Marco Nyeland Laursen";0;2006-11-01;
1002998910;20031611;"Kvickly Sønderborg";0;1969-09-04;
1008755384;26304385;"Hjallerup Slagtehus v/Palle Panduro";0;2001-07-01;
1014543062;17888749;"Løvbjerg Supermarked A/S Overlund Viborg";0;2008-10-26;
1026086104;41558059;"Kødudsalg.dk ApS";1;2020-08-03;
1019681005;26259495;"Coop SuperBrugsen Tøndervej";0;2014-09-09;
1009687439;27639054;"Byens Slagter Claus Foged-Nielsen";0;2003-03-10;2020-08-21
1011613329;28966164;"LISSY CHRISTENSEN HOLDING A/S";0;2005-08-01;
1018502999;35245642;"SUPERBEST TOFTEN ApS";0;2013-05-15;
1019285290;32567703;"Alhoda Halal Slagter";0;2014-04-07;
1002990647;17888749;"LØVBJERG SUPERMARKED A/S ODDER";0;1994-10-01;
1014683727;31745411;"HOLM PØLSER ApS";0;2008-09-01;
1003076826;26259495;SUPERBRUGSEN;0;1981-01-01;
1020861599;25046358;"Christian Vollstedt Aps";1;2015-09-15;
1023428179;30639669;"net slagter ulsted";0;2018-03-12;
1018557548;35954716;"Føtex Kolding";0;2013-10-01;
1003419396;17888749;"LØVBJERG SUPERMARKED A/S TRØJBORG";0;1994-10-01;
1009201935;26686997;"SEVEL SLAGTERI A/S";0;2002-01-01;
1003098403;52075114;"KONGERSLEV BRUGSFORENING";0;1981-01-03;
1020058877;16687502;"Sahan Slagter & Kebab";1;2015-01-01;
1017149667;32163327;"Slagterpigerne ApS";0;2011-09-26;
1026246926;41664533;"Slagterens smørrebrød ApS";0;2020-09-10;
1023320505;39310279;"Slagter Lasse IVS";0;2018-02-01;
1015701516;17888749;"Løvbjerg Supermarked A/S Aabenraa";0;2009-12-10;
1003047283;20031611;KVICKLY;0;1964-09-10;
1003233719;12558910;"SUPER BRUGSEN MARIAGER";0;1967-07-03;
1000176500;11070108;"Nicolaj Therkildsen";0;1983-04-01;
1007574947;25334981;"Mariager Slagterforretning";0;2000-05-01;
1024674920;40492496;"Al Salam Slagter";1;2019-07-01;
1009632154;26954835;"Bitten Slagter v/Bitten Nyrup Hansen";0;2003-01-20;
1012091512;17888749;"LØVBJERG SUPERMARKED A/S Brønderslev";0;2006-05-28;
1019526441;36032324;"MAC FOOD ApS";1;2014-07-02;
1019024357;26259495;"Coop SuperBrugsen Ølsted";0;2014-02-01;
1002077398;20068388;"DEN GLADE SLAGTER V/MARTIN THORUP";0;1989-05-01;
1000966395;29125074;"Maglebrænde Slagterforretning Klaus Ove Pedersen";0;1992-01-01;
1001099736;16441007;"HØJER PØLSER A/S";0;1992-09-22;
1010165829;27400639;"Slagter Krabbe";0;2003-11-01;
1002990611;17888749;"LØVBJERG SUPERMARKED A/S STRUER";0;1994-07-01;
1003400904;63504416;"Hillerød Tekniske Skole, UNord S/I";0;2000-01-01;
1003078416;26259495;SUPERBRUGSEN;0;1980-12-22;
1019250535;35789308;"MENY Skalborg Bakke";0;2014-04-01;
1024441039;40288473;"Køge frugt & grønt ApS";1;2019-02-09;
1021196629;37490296;"Sydhavnsslagteren ApS";0;2016-02-25;
1002729053;85745816;"P E LARSEN V/KNUD E LARSEN";0;1978-09-01;
1010407318;17888749;"LØVBJERG SUPERMARKED A/S, Ikast";0;2004-02-29;
1020128530;36483997;"MENY CHRISTIANSFELD";1;2015-02-01;
1024420546;40270450;"Korsør Detail A/S";0;2019-02-18;
1002220577;26695597;"Skyttemarkens Slagtermarked/ Søren Tofthøj Sørensen";0;1981-07-01;
1016574607;33389388;"ISLAMISK SLAGTERI ApS";0;2011-01-14;
1024518368;37850071;"South Harbour Slagter";1;2019-03-19;
1004778823;21226971;"HALALSLAGTER I/S";0;1998-11-01;
1014545618;31584248;"SLAGTERIUDSALGET MAD MED MERE ApS";0;2008-06-30;
1016716789;33573448;"BS TRADER ApS";0;2011-03-14;
1018306391;45757919;"SUPERBRUGSEN TJÆREBORG";0;2013-02-01;
1022252336;37970042;"Enghavegård Osteri og Gårdbutik";1;2017-02-15;
1015860223;32774172;"L.RASMUSSEN HOLDING ApS";0;2010-01-01;
1001889066;46924452;"krastrupsøgaard gårdbutik";0;1987-11-01;
1013053509;26110807;"SØREN OLESEN SLAGTERFORRETNING ApS";0;2007-02-22;
1002489588;14511571;"Mesterslagteren v/ LEIF LAUSTSEN";0;1984-06-01;
1023713477;39648563;"Søgårdens vildt røgeri";1;2018-10-01;
1003129089;59200712;"SUPERBRUGSEN EGTVED";0;1964-04-01;
1022521388;38709313;"Dansk Grill & Catering Øst ApS";1;2017-06-12;
1021774479;38029975;"Slagter Zangenberg ApS";0;2016-09-23;
1021096632;10521815;"Zealand Business College";1;2016-01-01;
1003195966;29238162;"KVALITETSSLAGTEREN v/Kim Gottlieb Søndergaard";0;1990-01-01;
1015237879;32142745;"FRILANDSVEJENS SLAGTER ApS";0;2009-04-27;
1019249294;35811729;"MIN SLAGTER ApS";0;2014-03-11;
1001824365;42384119;"SuperBrugsen Hvalsø";0;1976-07-01;
1023055356;39107430;"Beringsslagteren ApS";0;2017-09-25;
1011575168;17727389;"Slagteren og Kokken i Gistrup";1;2005-07-01;
1019487357;35892737;"EGTVED SLAGTEHUS ApS";0;2014-06-20;
1010043448;27302165;"Grenaa Slagtehus I/S v/Tage Sehested Severinsen og Peder Bertelsen";0;2003-09-01;
1012523439;29337985;"Slagter Schmelling /Dorthe Wistrøm og Henrik Rye Schmelling";0;2006-08-28;
1005167366;21739596;"ØSTER HORNUM SLAGTEHUS V/HENRICH ZIMMERMANN";0;1999-06-10;
1010987535;28293216;"SORØ DETAIL A/S";0;2004-11-25;
1019270013;35743723;"Als slagteren";0;2014-04-01;
1016272473;33021119;"Kongebakkens Slagter- & speciel- itetsforretning v/Anders Hansen";0;2010-10-01;
1009057087;26564336;"STOHOLM SLAGTER A/S";0;2002-04-15;
1020415734;34826900;"Djurs Slagtehus v/ Bo Drachmann";0;2015-05-01;
1023832972;39753804;"Morten Slagter";0;2018-08-01;
1018486314;41669810;"Gårdbutik / Lindenborg Avlsgaard";0;2013-05-15;
1002987258;17314718;"BRUGSEN SOLBJERG";0;1964-04-26;
1025872106;41392932;"Thomas Rytter Meny Harlev ApS";0;2020-05-29;
1001499504;18414600;"Morten Ravn";0;1995-04-10;
1018053728;34732914;"SLAGTEREN ApS";0;2012-11-08;
1016573074;35954716;Føtex;0;2011-05-12;
1014360790;31374189;"SLAGTER STILLER A/S";0;2008-04-15;
1006374474;22013440;"MIDTJYSK HESTESLAGTERI";0;1999-10-01;
1003019476;25507118;"SuperBrugsen i Skærbæk og Dagli'Brugsen på Rømø";0;1965-04-10;
1012823793;30031695;"Skivevejs Slagter v/M. Bjørnsgaard";0;2007-01-01;
1004229571;20298782;"FINN HANSEN";0;1997-09-01;
1000276533;11789137;"Landmand Anders Peter Laursen";0;1983-03-01;
1008382847;25987667;"Den Gamle Slagter v/Morten Clausen";0;2001-03-09;
1015326154;32263445;"EMILIEVEJS SLAGTERFORRETNING ApS";0;2009-06-16;
1014739579;31759641;"ØSTERPORT SLAGTER ApS";0;2008-09-16;
1010696565;26259495;"COOP SuperBrugsen Vildbjerg";0;2004-09-12;
